,0
8514,O=C1NC(=O)C(CC#Cc2ccc(C(F)(F)F)cc2)(S(=O)(=O)c2ccc(Cl)cc2)S1
8515,CCc1cc2c(=O)n(N)c(SCCCN3CCN(c4ccccc4OC)CC3)nc2s1
8516,CCCN(CCC)C1Cc2cccc3c2N(C1)C(=O)CN3
8517,CN(C)CCCOc1cc(C(=O)Nc2nc3ccccc3[nH]2)n(Cc2ccccc2)n1
8518,CN(C)CCCOc1cc(C(=O)Nc2cc(F)cc(F)c2)n(Cc2ccccc2)n1
8519,Cc1ccc(S(=O)(=O)C(CC#Cc2ccc(Cl)cc2)C(=O)O)cc1
8520,O=C1NC(=O)C(CC#Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(S(=O)(=O)c2ccccn2)S1
8521,CC(=O)c1ccccn1
8522,COc1ccc(-c2c(C)[nH]c(-c3ccccc3)c2-c2ccccc2)cc1OC
8523,COC(=O)c1cc2ccccc2cn1
8524,COC(=O)C1Cc2ccccc2CN1
8525,CCCN(CCC)C1Cc2cccc3c2N(C1)C(=O)C3=O
8526,Fc1ccc(C(OC2CC3CCC(C2)N3Cc2ccccc2)c2ccc(F)cc2)cc1
8527,O=C1NC(=O)C(CC#Cc2ccc(Cl)cc2)(S(=O)(=O)c2ccc(F)cc2)S1
8528,O=C1NC(=O)C(CC#Cc2ccc(Cl)cc2)(S(=O)(=O)c2ccccc2)S1
8529,COc1ccc(NC(=O)c2cc(OCCCN(C)C)nn2Cc2ccccc2)cc1
8530,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12
8531,C[N+]1(CCCl)CCc2cc([N+](=O)[O-])ccc2C1.[Cl-]
8532,C[N+](CCCl)(CCCl)Cc1cccc([N+](=O)[O-])c1.[Cl-]
8533,Cc1cccc(C[N+](C)(CCCl)CCCl)c1[N+](=O)[O-].[Cl-]
8534,COc1ccc2[nH]c3c(c2c1)C=CNC3
8535,Fc1ccc(CCCN2C3CCC2CC(OC(c2ccc(F)cc2)c2ccc(F)cc2)C3)cc1
8536,CC(C)Sc1ccc(CC2CCN(C3CCN(C(=O)c4cccc5ccccc45)CC3)CC2)cc1
8537,CCCCN1C2CCC1CC(OC(c1ccc(F)cc1)c1ccc(F)cc1)C2
8538,COC(=O)C1Cc2c([nH]c3ccc(O)cc23)CN1
8539,O=C1NC(=O)C(CC#Cc2ccc(Cl)cc2)(Sc2ccc(Cl)cc2)S1
8540,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2S(=O)(=O)Nc2onc(C)c2C)c(CN2CCC(C)(C)C2=O)c1
8541,O=C(O)c1cnc2ccccc2c1
8542,COC(=O)C1=Cc2c([nH]c3ccccc23)C(c2cccnc2)N1
8543,Oc1ccc2[nH]c3c(c2c1)C=CNC3
8544,COc1ccccc1N1CCN(CCCSc2nc(N)c3c(C)c(C)sc3n2)CC1
8545,Nn1c(SCCCN2CCN(c3ncccn3)CC2)nc2sccc2c1=O
8546,O=C1NC(=O)C(CC#Cc2ccc(C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)S1
8547,O=C(O)C1Cc2ccccc2CN1
8548,c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)nc2-c2ccccc2)cc1
8549,COc1ccc(-c2c(C)[nH]c(-c3ccccc3)c2-c2ccccc2)c(OC)c1
8550,Cc1cccc(S(=O)(=O)C2(CC#Cc3ccc(Cl)cc3)SC(=O)NC2=O)c1
8551,Cc1sc2nc(SCCCN3CCN(c4ccccc4[N+](=O)[O-])CC3)n(N)c(=O)c2c1C
8552,Cc1cccc(S(=O)(=O)C2(CC#Cc3ccc(Cl)cc3)SC(=O)NC2=O)n1
8553,CCCN(CCC)C1Cc2cccc3c2N(C1)C(=O)CC3
8554,O=C1NC(=O)C(CC#Cc2ccc(Cl)cc2)(S(=O)(=O)c2ccc3ccccc3n2)S1
8555,C[N+](CCCl)(CCCl)Cc1ccccc1[N+](=O)[O-].[Cl-]
8556,C[N+](CCBr)(CCBr)Cc1ccccc1[N+](=O)[O-].[Br-]
8557,CC(Cl)C[N+](C)(Cc1ccccc1[N+](=O)[O-])CC(C)Cl.[Cl-]
8558,COc1ccc(C[N+](C)(CCCl)CCCl)c([N+](=O)[O-])c1.[Cl-]
8559,Cc1sc2nc(SCCCN3CCN(c4ncccn4)CC3)n(N)c(=O)c2c1C
8560,O=C1NC(=O)C(CC#Cc2ccc(F)cc2)(S(=O)(=O)c2ccccc2)S1
8561,CCCN(CCC)C1Cc2cccc3c2N(CCC3)C1
8562,CC(O)c1cc2c3ccccc3nc-2c[nH]1
8563,OCc1cc2c3ccccc3nc-2c[nH]1
8564,CNC(=O)c1cccnc1
8565,CC(=O)Nc1ccccn1
8566,CC(=O)Nc1ccccc1
8567,O=C1NC(=O)C(CC#Cc2ccc(Cl)cc2)(Sc2ccc3ccccc3n2)S1
8568,COc1ccccc1N1CCN(CCCSc2nc3sc(C)c(C)c3c(=O)n2N)CC1
8569,CCCc1cc2c(=O)n(N)c(SCCCN3CCN(c4ccccc4OC)CC3)nc2s1
8570,O=C1NC(=O)C(CC#Cc2ccc(Cl)cc2)(S(=O)(=O)c2ccc(Br)cc2)S1
8571,Fc1ccc(C(OC2CC3CCC(C2)N3CC2CC2)c2ccc(F)cc2)cc1
8572,COC(=O)c1cc2c3ccccc3n(C)c2cn1
8573,C1=Cc2c([nH]c3ccccc23)CN1
8574,O=C1NC(=O)C(CC#Cc2ccc(Cl)cc2)(Sc2ccccn2)S1
8575,CCCN(CCC)C1Cc2cccc3nc(S)n(c23)C1
8576,O=C1NC(=O)C(CC#Cc2ccc(Br)cc2)(S(=O)(=O)c2ccc(Cl)cc2)S1
8577,O=C1NC(=O)C(CC#Cc2ccc(Br)cc2)(S(=O)(=O)c2ccc(F)cc2)S1
8578,CCc1noc(C2=CCCNC2)n1
8579,Nc1noc(C2=CCCNC2)n1
8580,O=C1NC(=O)C(CC#Cc2ccc(OC(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)S1
8581,O=C1CCCCCN1
8582,CCc1cc2c(=O)n(N)c(SCCCN3CCN(c4ncccn4)CC3)nc2s1
8583,COc1ccc(S(=O)(=O)C2(CC#Cc3ccc(Cl)cc3)SC(=O)NC2=O)cc1
8584,O=C1NC(=O)C(CC#Cc2ccccc2)(S(=O)(=O)c2ccc(Br)cc2)S1
8585,CCCCCCn1ccccc1=O
8586,Cc1[nH]c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1-c1ccc(F)cc1
8587,COc1ccc(-c2[nH]c(C)c(-c3ccc(F)cc3)c2-c2ccc(OC)cc2)cc1
8588,CC(C)Sc1ccc(CC2CCN(C3CCN(C(=O)c4ccc5ccccc5c4)CC3)CC2)cc1
8589,Cc1[nH]c(-c2ccccc2)c(-c2ccccc2)c1-c1ccccc1F
8590,CCCN(CCC)C1Cc2cccc3c2N(C1)C(=O)NC3
8591,CCCN(CCC)C1Cc2cccc3c2N(C1)C(=O)OC3
8592,CCCc1nc(CC)c(C(=O)NC)n1Cc1ccc(-c2ccccc2S(=O)(=O)Nc2onc(C)c2C)c(COCC)c1
8593,O=C1NC(=O)C(CC#Cc2ccc(Cl)cc2)(Sc2ccc(F)cc2)S1
8594,O=Cc1cccnc1
8595,CCCCn1ccccc1=O
8596,CCCn1ccccc1=O
8597,CCN1CCCCCC1=O
8598,CN1CCCCCC1=O
8599,COc1cc2c(cc1OC)CNCC2
8600,CN(C)CCc1c[nH]c2ccccc12
8601,CN(C)CCc1c[nH]c2ccc(O)cc12
8602,CCCN(CCC)C1Cc2cccc3ccn(c23)C1
8603,Cc1[nH]c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1-c1ccccc1F
8604,O=C1NC(=O)C(CC#Cc2ccccc2)(S(=O)(=O)c2ccc(F)cc2)S1
8605,CC(C)Sc1ccc(CC2CCN(C3CCN(C(=O)c4ccccc4F)CC3)CC2)cc1
8606,Nn1c(SCCCN2CCN(c3ccccc3[N+](=O)[O-])CC2)nc2sccc2c1=O
8607,O=Cc1ccccn1
8608,CCOc1ccccc1-c1nnc(SCCCN2CCN(c3ccccc3[N+](=O)[O-])CC2)s1
8609,CCCN(CCC)C1Cc2cccc3oc(=O)n(c23)C1
8610,CN(C)c1noc(C2=CCCNC2)n1
8611,O=C1NC(=O)C(CC#Cc2ccc(F)cc2)(S(=O)(=O)c2ccc(Cl)cc2)S1
8612,CCc1cc2c(=O)n(N)c(SCCCN3CCN(c4ccccc4[N+](=O)[O-])CC3)nc2s1
8613,Cc1ccc(C#CCC2(S(=O)(=O)c3ccc(C)cc3)SC(=O)NC2=O)cc1
8614,O=Cc1cnc2ccccc2c1
8615,Cc1ccc(SC2(CC#Cc3ccc(Cl)cc3)SC(=O)NC2=O)cc1
8616,Cc1ccc(S(=O)(=O)C2(CC#Cc3ccc(Cl)cc3)SC(=O)NC2=O)cc1
8617,Oc1cc2c(cc1O)CNCC2
8618,C=CCN1C2CCC1CC(OC(c1ccc(F)cc1)c1ccc(F)cc1)C2
8619,CC1C(=O)OC2C(O)C34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C12O
8620,C[S+](C)[O-]
8621,S=C1NCCN1
8622,CCCCCCCCCCCCCCCCCCNC(=O)OCC1(COC(=O)CCCC[n+]2ccccc2)CCCC1.[Br-]
8623,CN1CCN(C)C1=O
8624,CC(=O)N1CCCCC1
8625,Fc1ccc(C(OC2CC3CCC(C2)N3Cc2cccc3ccccc23)c2ccc(F)cc2)cc1
8626,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccc(N=C=S)cc2)CC1
8627,CCC(=O)N(c1ccccc1)[C@@H]1CCN(CCc2ccc(N=C=S)cc2)C[C@H]1C
8628,CSc1ccc2c(c1)[C@H](N1CCN(C)CC1)Cc1ccccc1S2
8629,CC(C)Oc1ccccc1N1CCN(CCCNC(=O)CN2CCCCC2=O)CC1
8630,COc1ccc([N+](=O)[O-])c(C[N+](C)(CCCl)CCCl)c1.[Cl-]
8631,COc1cccc(C[N+](C)(CCCl)CCCl)c1[N+](=O)[O-].[Cl-]
8632,Cc1ccc([N+](=O)[O-])c(C[N+](C)(CCCl)CCCl)c1.[Cl-]
8633,Cc1noc(C2=CCC(C)NC2)n1
8634,CC(C)C[C@@H](CO)C(=O)N[C@H](Cc1c[nH]cn1)C(=O)N[C@H](Cc1ccccc1)C(=O)NCC(C)(C)C
8635,CCCCCCCCCCCCCCCCNC(=O)OCC1(COC(=O)N(Cc2cccc[n+]2CC)C(C)=O)CN(C(C)=O)C1.[I-]
8636,CCCCCCCCCCCCCCCCNC(=O)OCC1(COC(=O)N(Cc2cccc[n+]2CC)C(C)=O)COC1.[I-]
8637,CCCCCCCCCCCCCCCCCCNC(=O)OCC1(COC(=O)N(Cc2cccc[n+]2CC)C(C)=O)COC1.[I-]
8638,CC(C)Oc1ccccc1N1CCN(CCN(C)C(=O)CN2CCCCC2=O)CC1
8639,CN1CCCCN(C)C1=O
8640,CC(C)Oc1ccccc1N1CCN(CC(=O)CC(=O)CN2CCCCC2=O)CC1
8641,CCc1ccc(CCNC(=O)c2cc(Cl)ccc2OC)cc1S(=O)(=O)/N=C(\S)NC
8642,C[Si](C)(C)CCOC(=O)C1C2CC(=O)C(c3cc(O)ccc32)C1NC(=O)OCc1ccc(-c2ccccc2)cc1
8643,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](OC2O[C@H](C)C[C@H](N(C)C(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCc3ccc(Cl)cc3)C(=O)O[C@]12C
8644,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)CC(C)C)[C@H](C)[C@@H](OC2O[C@H](C)C[C@H](N(C)C(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCc3ccc(Cl)cc3)C(=O)O[C@]12C
8645,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)N2C(=O)OC[C@@H]2C)[C@H](C)[C@@H](OC2O[C@H](C)C[C@H](N(C)C(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCc3ccc(Cl)c(Cl)c3)C(=O)O[C@]12C
8646,O=S(=O)([O-])Nc1ccc(-c2nc3ccccc3s2)cc1Cl.[Na+]
8647,O=S(=O)([O-])Nc1ccc(-c2nc3ccccc3s2)cc1I.[Na+]
8648,CSc1ccc2c(c1)[C@@H](N1CCN(C)CC1)Cc1ccccc1S2
8649,CCCCCCCCCCCCCCCCCCNC(=O)OCC1(COC(=O)N(Cc2cccc[n+]2CC)C(C)=O)CCCCCC1.[I-]
8650,SC1=NCCCCN1
8651,Cc1cc(-c2nc3ccccc3s2)ccc1N
8652,CCCc1nc(CC)c(C(N)=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)Nc2onc(C)c2C)c(COC)c1
8653,CCCc1nc2c(n1Cc1ccc(-c3ccccc3S(=O)(=O)Nc3onc(C)c3C)c(COC)c1)C(=O)CCCC2
8654,CCN1CCN(CC)C1=O
8655,CC(C)Oc1cc(F)ccc1N1CCN(CCNC(=O)CN2CCCCC2=O)CC1
8656,Cc1ccc(C#CCC2(S(=O)(=O)c3ccccc3)SC(=O)NC2=O)cc1
8657,Cc1ccc(S(=O)(=O)C2(CC#Cc3ccc(F)cc3)SC(=O)NC2=O)cc1
8658,O=C1CC2(CCCC2)CC(=O)N1CCCCNC[C@H]1COc2ccccc2O1
8659,O=C1NCCN1
8660,O=C(N1CCCCC1)N1CCCCC1
8661,CN(C)C(=S)N(C)C
8662,CN(C)C(=O)N(C)C
8663,CCCc1nc(CC)c(C(N)=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)Nc2onc(C)c2C)c(C)c1
8664,Nc1ccn(C2OC(CO)C(Cl)C2O)c(=O)n1
8665,CCN(CC)C(=S)N(CC)CC
8666,Nc1ccc(-c2nc3ccccc3s2)cc1Br
8667,Cc1cc(-c2nc3ccccc3s2)ccc1NS(=O)(=O)[O-].[Na+]
8668,Fc1ccc(C(OC2CC3CCC(C2)N3CCCc2ccccc2)c2ccc(F)cc2)cc1
8669,CNC(=O)c1ccccn1
8670,CC(=O)N(c1ccccn1)c1ccccn1
8671,CC(=O)Nc1ccncc1
8672,CCN1CCCCC1=O
8673,CN1CCCCC1=O
8674,CCCCCCCCCCCCCCCCCCNC(=O)OCC(C)(C)COC(=O)N(Cc1cccc[n+]1CC)C(C)=O.[I-]
8675,CC(O)CN(N=O)C(N)=O
8676,CCN(CC)C(=O)N(CC)CC
8677,NC(=O)N(CCO)N=O
8678,CCC(=O)N(c1ccccc1)[C@H]1CCN(CCc2ccc(N=C=S)cc2)C[C@H]1C
8679,CCC(=O)N(c1ccccc1)[C@H]1CCN(CCc2ccccc2)C[C@H]1C
8680,CSc1ccc(C#CCC2(S(=O)(=O)c3ccc(F)cc3)SC(=O)NC2=O)cc1
8681,O=C1NC(=O)C(CC#Cc2ccc(F)c(F)c2)(S(=O)(=O)c2ccc(F)cc2)S1
8682,O=S(=O)([O-])Nc1ccc(-c2nc3ccccc3s2)cc1.[Na+]
8683,COc1cc(NC(=O)c2cc(OCCCN(C)C)nn2Cc2ccccc2)cc(OC)c1
8684,CC(C)C[C@@H](CO)NC(=O)[C@H](Cc1c[nH]cn1)C(=O)N[C@H](Cc1ccccc1)C(=O)NCC(C)(C)C
8685,C[N+](CCCl)(CCCl)Cc1ccc([N+](=O)[O-])cc1.[Cl-]
8686,CCCCCCCCCCCCCCCCCCNC(=O)OCC1(COC(=O)N(Cc2cccc[n+]2CC)C(C)=O)CCCCC1.[I-]
8687,CCCCCCCCCCCCCCCCNC(=O)OCC1(COC(=O)N(Cc2cccc[n+]2CC)C(C)=O)CCCC1.[I-]
8688,CCCCCCCCCCCCCCCCCCNC(=O)OCC1(COC(=O)N(Cc2cccc[n+]2CC)C(C)=O)COC1.[Cl-]
8689,CN1CCN(C)C1=S
8690,Nc1nc(Cl)c2ncn([C@@H]3C[C@H](CO)C[C@H]3O)c2n1
8691,CCCN(CCC)C1Cc2cccc3c2N(C1)C(=O)CO3
8692,COc1ccccc1N1CCN(CCCSc2nc3sccc3c(=O)n2N)CC1
8693,Nc1nc(=O)n(C2OC(CO)C(Cl)C2O)cc1F
8694,Nc1ccn(C2OC(CO)C(Br)C2O)c(=O)n1
8695,Nc1nc(=O)n(C2OC(CO)C(Br)C2O)cc1F
8696,CCCCCCCCCCCCCCCCCCNC(=O)OCC1(COC(=O)CCCCC[n+]2cccc3ccccc32)CSC1.[Br-]
8697,CNC(C)=O
8698,CCN1CCCN(CC)C1=O
8699,CCN1CCN(CC)C1=S
8700,CCN1CCCN(CC)C1=S
8701,C[N+]1(CCCl)CCc2cccc([N+](=O)[O-])c2C1.[Cl-]
8702,CCCCCCCCCCCCCCCCOCC1(COC(=O)CCCCC[n+]2cccc3ccccc32)CSC1.[Br-]
8703,O=C1CC2(CCCC2)CC(=O)N1CCCCNCC1COc2cc3ccccc3cc2O1
8704,CC(C)NC[C@@H](O)COc1cccc2ccccc12
8705,CCCCCCCCCCCCCCCCOCC1(COC(=O)N(Cc2cccc[n+]2CC)C(C)=O)COC1.[I-]
8706,Nc1ccc(-c2nc3ccccc3s2)cc1I
8707,Nc1ccc(-c2nc3ccccc3s2)cc1Cl
8708,CN(C)CCCOc1cc(C(=O)Nc2cc(F)cc(C(F)(F)F)c2)n(Cc2ccccc2)n1
8709,CN(C)CCCOc1cc(C(=O)Nc2cccc(Cl)c2)n(Cc2ccccc2)n1
8710,O=C1CC2(CCCC2)CC(=O)N1CCCCNCC1COc2ccc3ccccc3c2O1
8711,SC1=NCCCN1
8712,CC(C)C[C@H](CO)C(=O)N[C@H](Cc1c[nH]cn1)C(=O)N[C@H](Cc1ccccc1)C(=O)NCC(C)(C)C
8713,Cc1ccc(C[N+](C)(CCCl)CCCl)c([N+](=O)[O-])c1.[Cl-]
8714,CCCCCCCCCCCCCCCCCCNC(=O)OCC1(COC(=O)CCCCC[n+]2ccsc2)COC1.[Br-]
8715,CCCCCCCCCCCCCCCCCCNC(=O)OCC1(COC(=O)CCCCC[n+]2ccccc2)COC1.[Br-]
8716,O=C1CC2(CCCC2)CC(=O)N1CCCCNCC1COc2ccccc2O1
8717,CC(C)Oc1ccccc1N1CCN(C/C=C/C(=O)CN2CCCCC2=O)CC1
8718,CN1CCCN(C)C1=O
8719,CN(C)CCCOc1cc(C(=O)Nc2cccc(F)c2)n(Cc2ccccc2)n1
8720,CCCCCCCCCCCCCCCCCCNC(=O)OCC1(COC(=O)CCCCC[n+]2ccsc2)CSC1.[Br-]
8721,CCCCCCCCCCCCCCCCCCNC(=O)OCC1(COC(=O)CCCCC[n+]2ccccc2)CSC1.[Br-]
8722,C[N+]1(CCCl)CCc2ccc([N+](=O)[O-])cc2C1.[Cl-]
8723,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O
8724,CCCCCCCCCCCCCCCCOCC1(COC(=O)CCCCC[n+]2ccccc2)COC1.[Br-]
8725,CC(C)Oc1ccccc1N1CCN(CC(O)CC(=O)CN2CCCCC2=O)CC1
8726,Fc1ccc(C(OC2CC3CCC(C2)N3Cc2ccc(Cl)c(Cl)c2)c2ccc(F)cc2)cc1
8727,COc1ccc(-c2ccccc2)cc1NC(=O)c1cc(OCCCN(C)C)nn1Cc1ccccc1
8728,Nc1ccn(C2OC(CO)C(I)C2O)c(=O)n1
8729,O=NN1CCOC1=O
8730,CC1CN(N=O)C(=O)O1
8731,C[N+](CCCl)(CCCl)Cc1cccc2cccc([N+](=O)[O-])c12.[Cl-]
8732,C[N+](CCCl)(CCCl)Cc1cccc2c([N+](=O)[O-])cccc12.[Cl-]
8733,C[N+](CCCl)(CCCl)Cc1ccc(S(C)(=O)=O)cc1.[Cl-]
8734,CN(C)CCCOc1cc(C(=O)Nc2ccccc2F)n(Cc2ccccc2)n1
8735,CCCCCCCCCCCCCCCCOCC1(COC(=O)CCCCC[n+]2ccsc2)COC1.[Br-]
8736,C[C@@H]1CC[C@H]2[C@@H](C)CO[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4
8737,Cc1noc(C2=CC(C)CNC2)n1
8738,CN(C)CCCOc1cc(C(=O)Nc2cnc3ccccc3c2)n(Cc2ccccc2)n1
8739,CN(C)CCCOc1cc(C(=O)Nc2ccc(Br)cc2)n(Cc2ccccc2)n1
8740,CN(C)CCCOc1cc(C(=O)Nc2cccc(-c3cnco3)c2)n(Cc2ccccc2)n1
8741,CN(C)CCCOc1cc(C(=O)Nc2ccc3c(c2)C(=O)N(C)C3=O)n(Cc2ccccc2)n1
8742,COc1ccc(NC(=O)c2cc(OCCCN(C)C)nn2Cc2ccccc2)cc1Cl
8743,Nc1nc(N)c2nnn(C3CC(CO)CC3O)c2n1
8744,Cc1noc(C2=CCC(C)N(C)C2)n1
8745,Cc1noc(C2=CC(C)CN(C)C2)n1
8746,FCCc1noc(C2=CCCNC2)n1
8747,Fc1ccc(C(OC2CC3CCC(C2)N3)c2ccc(F)cc2)cc1
8748,O=C1CC2(CCCC2)CC(=O)N1CCCCNCC1COc2c(ccc3ccccc23)O1
8749,O=C1CC2(CCCC2)CC(=O)N1CCCCNC[C@@H]1COc2ccccc2O1
8750,Nc1nc(=O)n(C2OC(CO)C(I)C2O)cc1F
8751,CCCCN1CCCN(CCCC)C1=O
8752,CC(C)n1ccccc1=O
8753,Nc1nc(O)c2ncn(C3CC(CO)CC3O)c2n1
8754,O=C1NCCCN1
8755,CN1CCCNC1=O
8756,C=CCCN1C2CCC1CC(OC(c1ccc(F)cc1)c1ccc(F)cc1)C2
8757,CCN1CCCCN(CC)C1=O
8758,CC(=O)N1CCCC1
8759,CC(=O)OC(C)C[N+](C)(C)C.[I-]
8760,CCCCCCCCCCCCCCCCCCNC(=O)OCC1(COC(=O)N(Cc2cccc[n+]2CC)C(C)=O)CCC1.[I-]
8761,CCCCCCCCCCCCCCCCCCNC(=O)OCC1(COC(=O)N(Cc2cccc[n+]2CC)C(C)=O)CCCC1.[I-]
8762,OCc1noc(C2=CCCNC2)n1
8763,C=Cc1noc(C2=CCCNC2)n1
8764,CCCCCCCCCCCCCCCCCCNC(=O)OCC1(COP(=O)([O-])OCC[n+]2ccsc2)CCCC1
8765,O=C(Nc1ccccn1)c1ccccn1
8766,O=C(CCl)Nc1ccccn1
8767,C[N+](CCCl)(CCCl)Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1.[Cl-]
8768,CN1CCC=C(c2nc(N(C)C)no2)C1
8769,CN1CCC=C(c2nc(N)no2)C1
8770,Cc1noc(C2=CCCNC2)n1
8771,CC(C)C[C@@H](CO)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C
8772,CN1CCC=C(c2ncno2)C1
8773,COc1cc(NC(=O)c2cc(OCCCN(C)C)nn2Cc2ccccc2)cc(OC)c1OC
8774,CN1CCCCN(C)C1=S
8775,CC(=O)N1CCCCCC1=O
8776,CC(=O)N1CCCCC1=O
8777,CC(C)[C@H](N)CN1C2CCC1CC(OC(c1ccc(F)cc1)c1ccc(F)cc1)C2
8778,CCCCCCCCCCCCCCCCCCNC(=O)OCC1(COC(=O)CCCC[n+]2ccsc2)CCCC1.[Br-]
8779,CCCCCCCCCCCCCCCCCCNC(=O)OCC(COC(=O)N(Cc1cccc[n+]1CC)C(C)=O)OC.[Cl-]
8780,O=C1NCCCCN1
8781,Cc1noc(C2=CCCN(C)C2)n1
8782,CCCCCCCCCCCCCCCCCCNC(=O)OCC1(COP(=O)([O-])OCC[n+]2ccccc2)CCCC1
8783,CCCCCCCCCCCCCCCCCCNC(=O)OCC1(COC(=O)CCCC[n+]2cccc3ccccc32)CCCC1.[Br-]
8784,OCCc1noc(C2=CCCNC2)n1
8785,CC(=O)N(C)C
8786,CC(=O)NC1CCCCC1
8787,CC1(C)C=C(n2ccccc2=O)c2cc(S(=O)(=O)c3ccccc3)ccc2O1
8788,CC1(C)C=C(n2ccccc2=O)c2cc(S(=O)(=O)NC(=O)Nc3ccccc3)ccc2O1
8789,CCCOC(=O)C1C2C(=O)CC(c3ccc(OCC)cc32)C1C(=O)OCC[Si](C)(C)C
8790,CCCOC(=O)C1C2C(=O)CC(c3ccc(O)cc32)C1C(=O)OCCC[Si](C)(C)C
8791,CCCc1nc2c(n1Cc1ccc(-c3ccccc3S(=O)(=O)Nc3onc(C)c3C)c(COCC)c1)C(=O)CCCC2
8792,CCCc1nc2c(n1Cc1ccc(-c3ccccc3S(=O)(=O)Nc3onc(C)c3C)c(CO)c1)C(=O)CCCC2
8793,CN1CCC23c4c5ccc(O)c4O[C@H]2C=C[C@H](N=[N+]=[N-])[C@H]3C1C5
8794,CC(S(=O)(=O)c1ccc(OC(F)(F)F)cc1)S(=O)(=O)C(F)(F)F
8795,CCCCc1nc(Cl)c(C(N)=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)Nc2onc(C)c2C)cc1
8796,CN/C(S)=N/S(=O)(=O)c1cc(CCNC(=O)c2cc(Cl)ccc2OC)c(OC)cc1OC
8797,Cc1ccc(S(=O)(=O)CS(=O)(=O)C(F)(F)F)cc1
8798,CC1(C)C=C(n2ccccc2=O)c2cc(S(=O)(=O)Nc3ccccc3F)ccc2O1
8799,CC1(C)C=C(n2ccccc2=O)c2cc(S(=O)(=O)Nc3ccccc3)ccc2O1
8800,CCCc1nc2c(n1Cc1ccc(-c3ccccc3S(=O)(=O)Nc3onc(C)c3C)c(CC#N)c1)C(=O)CCCC2
8801,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)N2C(=O)OC[C@H]2CC(C)C)[C@H](C)[C@@H](OC2O[C@H](C)C[C@H](N(C)C(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCc3ccc(Cl)cc3)C(=O)O[C@]12C
8802,CCC1CN(C(=O)O[C@H]2[C@H](C)[C@@H](OC3O[C@H](C)C[C@H](N(C)C(C)C)[C@H]3O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]3N(CCc4ccc(Cl)cc4)C(=O)O[C@]3(C)[C@@H](CC)OC(=O)[C@@H]2C)C(=O)O1
8803,CC[C@H]1COC(=O)N1C(=O)O[C@H]1[C@H](C)[C@@H](OC2O[C@H](C)C[C@H](N(C)C(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCc3ccc(Cl)cc3)C(=O)O[C@]2(C)[C@@H](CC)OC(=O)[C@@H]1C
8804,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)N2CC(C)OC2=O)[C@H](C)[C@@H](OC2O[C@H](C)C[C@H](N(C)C(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCc3ccc(Cl)cc3)C(=O)O[C@]12C
8805,O=S(=O)(CS(=O)(=O)C(F)(F)F)c1ccc(NS(=O)(=O)C(F)(F)F)cc1
8806,CCCOC(=O)C1C2C(=O)CC(c3ccc(O)cc32)C1C(=O)OCC[Si](C)(C)C
8807,CN/C(S)=N/S(=O)(=O)c1cc(CCNC(=O)c2cc(Cl)ccc2OC)ccc1C(C)C
8808,CN/C(S)=N/S(=O)(=O)c1cc(CCNC(=O)c2cc(Cl)ccc2OC)ccc1S(C)(=O)=O
8809,O=C(NC1CCN(Cc2ccccc2)CC1)c1ccc(-n2ccnc2)cc1
